act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten,name_who_ordered
"№ 3649
 від 07.03.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.2776297,КП «ЖЕО № 2» Міської ради міста Кропивницького,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Тараса Карпи, 128",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3649
 від 07.03.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.2776297,КП «ЖЕО № 2» Міської ради міста Кропивницького,акація,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Тараса Карпи, 128",unknown
"№ 3649
 від 07.03.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.277695,КП «ЖЕО № 2» Міської ради міста Кропивницького,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Тараса Карпи, 128",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3649
 від 07.03.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.277695,КП «ЖЕО № 2» Міської ради міста Кропивницького,тополя,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Тараса Карпи, 128",unknown
"№ 3649
 від 07.03.18","м. Кропивницький вул. Гагаріна, 18 (уздовж дороги біля будинку)",48.512046000000005,32.273001,КП «ЖЕО № 2» Міської ради міста Кропивницького,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Гагаріна, 18",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3650
 від 07.03.18","м. Кропивницький вул. Євгена Тельнова, 5 (позаду під. № 1)",48.503332,32.232260499999995,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Євгена Тельнова, 5",КП «ЖЕО № 3» Міської ради міста Кропивницького
"№ 3651
 від 07.03.18","м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",48.5026432,32.2299702,КП «ЖЕО № 3» Міської ради міста Кропивницького,в'яз,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",unknown
"№ 3651
 від 07.03.18","м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",48.5026445,32.229924,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",unknown
"№ 3651
 від 07.03.18","м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",48.5026186,32.229999,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 8, корп. 6",unknown
"№ 3652
 від 07.03.18",м. Кропивницький Лелеківський лісопарк,48.5425,32.2472,КП «Благоустрій» МРМК»,сосна,8,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький Лелеківський лісопарк,КП «Благоустрій» МРМК»
"№ 3652
 від 07.03.18",м. Кропивницький Лелеківський лісопарк,48.5425,32.2472,КП «Благоустрій» МРМК»,акація -,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький Лелеківський лісопарк,КП «Благоустрій» МРМК»
"№ 3653
 від 07.03.18","м. Кропивницький вул. Академіка Корольова, 7",48.504836100000006,32.234503499999995,КП «Благоустрій» МРМК»,клен,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Академіка Корольова, 7",КП «Благоустрій» МРМК»
"№ 3654
 від 07.03.18","м. Кропивницький вул. Володимирська, 54/35",48.527443,32.264655,КП «Благоустрій» МРМК»,каштан,1,№ 735/03-01-06 від 15.03.18,15.03.18,True,№ 735/03-01-06,15.03.18,"м. Кропивницький вул. Володимирська, 54/35",КП «Благоустрій» МРМК»
№ 3655 від 22.03.18,"м. Кропивницький вул. Гагаріна, 3-а (біля гаражів навпроти під. № 3)",48.514235,32.269284000000006,КП «ЖЕО № 2» Міської ради міста Кропивницького,ясень,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Гагаріна, 3-а",КП «ЖЕО № 2» Міської ради міста Кропивницького
№ 3656 від 22.03.18,"м. Кропивницький вул. Євгена Тельнова, 9 корп. 2",48.502764,32.228825300000004,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 9 корп. 2",unknown
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 46),48.5081474,32.2735836,КП «Благоустрій» МРМК»,липа,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 60),48.5081131,32.2735953,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 66),48.5081953,32.2735708,КП «Благоустрій» МРМК»,липа,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 68),48.508120700000006,32.2735226,КП «Благоустрій» МРМК»,липа,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 80),48.508197499999994,32.273542,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 88),48.5081332,32.2735567,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги між буд. № 104 та 106),48.5081699,32.2735968,КП «Благоустрій» МРМК»,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький вул. Архітектора Паученка (уздовж дороги буд. № 115),48.508184,32.2735111,КП «Благоустрій» МРМК»,липа,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вул. Архітектора Паученка,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Олександрійська, 29",48.5053778,32.283218,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Олександрійська, 29",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Єгорова, 5",48.514911299999994,32.2701432,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Єгорова, 5",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Карабінерна, 30",48.5071466,32.276214,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 30",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Карабінерна, 30",48.5071466,32.276214,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 30",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Карабінерна, 30",48.5071102,32.2762811,КП «Благоустрій» МРМК»,акація,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 30",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Карабінерна, 30",48.5071102,32.2762811,КП «Благоустрій» МРМК»,акація,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 30",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Карабінерна, 25",48.5078623,32.2774128,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 25",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18","м. Кропивницький вул. Покровська, 47",48.5012835,32.274701799999995,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Покровська, 47",КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький сквер ім. Олександра Кондакова,50.428604,30.453996000000004,КП «Благоустрій» МРМК»,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький сквер ім. Олександра Кондакова,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький сквер ім. Олександра Кондакова,50.428604,30.453996000000004,КП «Благоустрій» МРМК»,тополя,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький сквер ім. Олександра Кондакова,КП «Благоустрій» МРМК»
"№ 3658
 від 22.03.18",м. Кропивницький сквер ім. Олександра Кондакова,50.428604,30.453996000000004,КП «Благоустрій» МРМК»,береза,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький сквер ім. Олександра Кондакова,КП «Благоустрій» МРМК»
"№ 3659
 від 02.04.18","м. Кропивницький вул. Віктора Чміленка, 109-а (у дворі)",48.5053339,32.276836800000005,КП «ЖЕО № 2» Міської ради міста Кропивницького,клен,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Віктора Чміленка, 109-а",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3660
 від 02.04.18","м. Кропивницький вул. Казанська, 13",48.5655535,32.2261637,Управління освіти,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Казанська, 13",Управління освіти
"№ 3661
 від 02.04.18","м. Кропивницький пров. Херсонський, 4",48.493872499999995,32.281055800000004,КП «Благоустрій» МРМК»,липа,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький пров. Херсонський, 4",КП «Благоустрій» МРМК»
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529287,32.245476399999994,ГУ ЖКГ МР МК,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529227,32.2454271,ГУ ЖКГ МР МК,тополя,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.52929,32.245411100000005,ГУ ЖКГ МР МК,верба плакуча,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292834,32.2454188,ГУ ЖКГ МР МК,клен,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292787,32.245443800000004,ГУ ЖКГ МР МК,клен,19,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292666,32.245478399999996,ГУ ЖКГ МР МК,берест,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292887,32.2454264,ГУ ЖКГ МР МК,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292118,32.2454225,ГУ ЖКГ МР МК,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292227,32.2454811,ГУ ЖКГ МР МК,клен,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292795,32.2454549,ГУ ЖКГ МР МК,берест,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292528,32.2454126,ГУ ЖКГ МР МК,верба плакуча,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292734,32.2454239,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292434,32.245490600000004,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529230600000005,32.24543,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292747,32.245489,ГУ ЖКГ МР МК,берест,3,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529225,32.2454859,ГУ ЖКГ МР МК,клен,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.5292601,32.2454672,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529244,32.2454754,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3662
 від 02.04.18",м. Кропивницький вздовж русла річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту по вул. Київській),48.529253999999995,32.2454971,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул,ГУ ЖКГ МР МК
"№ 3663
 від 02.04.18","м. Кропивницький вул. Короленка, 38 (збоку будинку)",48.536484,32.2691362,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Короленка, 38",КП «ЖЕО № 1» Міської ради міста Кропивницького
"№ 3664
 від 11.04.18","м. Кропивницький вул. Яновського, 62",48.49556870000001,32.2482115,КП «ЖЕО № 1» Міської ради міста Кропивницького,горіх,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Яновського, 62",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Полтавська, 81",48.519662,32.2851744,КП «ЖЕО № 1» Міської ради міста Кропивницького,вишня,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Полтавська, 81",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Полтавська, 81",48.519617,32.2851168,КП «ЖЕО № 1» Міської ради міста Кропивницького,слива,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Полтавська, 81",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Генерала Родимцева, 96",48.4979313,32.3096592,КП «ЖЕО № 1» Міської ради міста Кропивницького,тополя,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Генерала Родимцева, 96",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Михайлівська, 9",48.512865000000005,32.2778979,КП «ЖЕО № 1» Міської ради міста Кропивницького,вишня,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Михайлівська, 9",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Комарова, 30",48.501841999999996,32.243756,КП «ЖЕО № 1» Міської ради міста Кропивницького,горіх,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Комарова, 30",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Комарова, 13",48.502266,32.2462548,КП «ЖЕО № 1» Міської ради міста Кропивницького,береза,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Комарова, 13",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Героїв України, 8",48.494147,32.218491,КП «ЖЕО № 1» Міської ради міста Кропивницького,акація,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Героїв України, 8",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Юрія Коваленка, 25/19, корп. 2",48.4974407,32.20279,КП «ЖЕО № 1» Міської ради міста Кропивницького,абрикос -,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Юрія Коваленка, 25/19, корп. 2",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Вокзальна, 4",48.5228734,32.2583134,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Вокзальна, 4",unknown
"№ 3664
 від 11.04.18","м. Кропивницький пров. Ковалівський, 13",48.522888200000004,32.25705,КП «ЖЕО № 1» Міської ради міста Кропивницького,горобина,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький пров. Ковалівський, 13",unknown
"№ 3664
 від 11.04.18","м. Кропивницький пров. Ковалівський, 13",48.522831599999996,32.2570413,КП «ЖЕО № 1» Міської ради міста Кропивницького,горіх,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький пров. Ковалівський, 13",unknown
"№ 3664
 від 11.04.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.2776192,КП «ЖЕО № 1» Міської ради міста Кропивницького,акація,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Тараса Карпи, 128",КП «ЖЕО № 2» Міської ради міста Кропивницького
"№ 3664
 від 11.04.18","м. Кропивницький вул. Тараса Карпи, 128",48.50397589999999,32.2776192,КП «ЖЕО № 1» Міської ради міста Кропивницького,акація,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Тараса Карпи, 128",unknown
"№ 3665
 від 11.04.18","м. Кропивницький вул. Бобринецький шлях, 109",48.4804195,32.2717565,КП «ЖЕО № 1» Міської ради міста Кропивницького,тополя,3,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Бобринецький шлях, 109",unknown
"№ 3665
 від 11.04.18","м. Кропивницький вул. Бобринецький шлях, 109",48.48042279999999,32.271793699999996,КП «ЖЕО № 1» Міської ради міста Кропивницького,верба плакуча,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Бобринецький шлях, 109",unknown
"№ 3666
 від 11.04.18","м. Кропивницький вул. Кавалерійська, 17/19",48.514055600000006,32.257209499999995,Кіровоградський обласний військовий комісаріат,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Кавалерійська, 17/19",Кіровоградський обласний військовий комісаріат
"№ 3666
 від 11.04.18","м. Кропивницький вул. Кавалерійська, 17/19",48.5140329,32.257209499999995,Кіровоградський обласний військовий комісаріат,каштан,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Кавалерійська, 17/19",Кіровоградський обласний військовий комісаріат
"№ 3666
 від 11.04.18","м. Кропивницький вул. Кавалерійська, 17/19",48.514050899999994,32.257209499999995,Кіровоградський обласний військовий комісаріат,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Кавалерійська, 17/19",Кіровоградський обласний військовий комісаріат
"№ 3667
 від 11.04.18","м. Кропивницький вул. Короленка, 58 (на території)",48.539881099999995,32.261993100000005,Кіровоградський обласний госпіталь для ветеранів війни,сосна,9,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Короленка, 58",Кіровоградський обласний госпіталь для ветеранів війни
"№ 3668
 від 11.04.18","м. Кропивницький вул. Добровольського, 1 (парк «Авіаторів»)",48.533182000000004,32.275996,ЛАНАУ,ясен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Добровольського, 1",ЛАНАУ
"№ 3668
 від 11.04.18","м. Кропивницький вул. Добровольського, 1 (парк «Авіаторів»)",48.53375,32.275794,ЛАНАУ,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Добровольського, 1",ЛАНАУ
"№ 3668
 від 11.04.18",м. Кропивницький авіаційний загін,48.533332,32.276101000000004,ЛАНАУ,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький авіаційний загін,ЛАНАУ
"№ 3668
 від 11.04.18",м. Кропивницький авіаційний загін,48.533332,32.276101000000004,ЛАНАУ,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький авіаційний загін,ЛАНАУ
"№ 3669
 від 11.04.18","м. Кропивницький вул. Волкова, 18-а (на території закладу)",48.5058555,32.222871500000004,ДНЗ № 17 «Орлятко»,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 18-а",ДНЗ № 17 «Орлятко»
"№ 3670
 від 11.04.18","м. Кропивницький вул. Шевченка, 41-а ДНЗ № 2 «Ятранчик»",48.5113361,32.2723466,МЧС Міської ради,ялина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Шевченка, 41-а ДНЗ № 2 «Ятранчик»",МЧС Міської ради 
"№ 3670
 від 11.04.18","м. Кропивницький вул. Комарова, 60 ДНЗ № 22 «Оленка»",48.493829,32.2365882,МЧС Міської ради,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 60 ДНЗ № 22 «Оленка»",unknown
"№ 3670
 від 11.04.18","м. Кропивницький вул. Таврійська, 29/32 (на території КЗ НВО № 1 «Перлинка",48.493885,32.286137,МЧС Міської ради,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Таврійська, 29/32",МЧС Міської ради 
"№ 3671
 від 11.04.18","м. Кропивницький вул. Велика Перспективна, 11/11, корп. 7",48.515325700000005,32.27212539999999,МЧС Міської ради,яблуня,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Велика Перспективна, 11/11, корп. 7",unknown
"№ 3672
 від 11.04.18","м. Кропивницький вул. Яновського, 54",48.4944784,32.2526103,МЧС Міської ради,тополя,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Яновського, 54",unknown
"№ 3673
 від 11.04.18","м. Кропивницький вул. Василя Нікітіна, 23-г (біля під. № 1 та навпроти під. № 2 та № 3)",48.5273302,32.2731957,ПП «Кіровоградська компанія інвестиційного булівництва «Кіровоградінвестбуд»,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Василя Нікітіна, 23-г",ПП «Кіровоградська компанія інвестиційного булівництва «Кіровоградінвестбуд»
"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.5031716,32.247021000000004,Управління освіти Міської ради,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11",Управління освіти Міської ради
"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.503150700000006,32.247021000000004,Управління освіти Міської ради,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11",Управління освіти Міської ради
