identifier,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,itemType,appealIdentifier,dateReceived,senderName,reportIdentifier,reportDate,status
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Нижня Пятихатська ,,48.47544,32.2744,верба,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Михайлівська 61,,48.50669,32.271209999999996,тополя ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49703,32.22566,береза ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49679,32.2247,липа,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49681,32.22469,липа,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49692,32.224709999999995,липа,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49698,32.225,липа,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49699,32.22636,липа,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49701,32.22572,клен,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Академіка Тамма 4,,48.49705,32.22582,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52433,32.22744,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52433,32.22742,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52436,32.22739,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52429,32.227309999999996,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52434,32.22716,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52441,32.22738,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.5245,32.2274,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.5245,32.22745,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,парк ім. Кравчинського,,48.52444,32.22759,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Сергія Сєнчева,,48.51545,32.211,тополя,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Сергія Сєнчева,,48.51543,32.213190000000004,тополя,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52003,32.24394,вишня ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52003,32.244009999999996,вишня ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52003,32.24394,вишня ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52004,32.24436,вишня ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52194,32.24354,вишня ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52002,32.243959999999994,берест,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52023,32.24449,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.52009,32.24442,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.51996,32.24446,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.51976,32.2452,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кременчуцька 3,,48.51969,32.245259999999995,шовковиця,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 1,"біля м-ну ""Копілка""",48.50211,32.25605,акація ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 1,"біля м-ну ""Копілка""",48.50233,32.25632,акація ,1.0,1.0,0.0,підняття крони,,,,7.0,,Замовлення виконано підрядником
,3040-В,2016-07-11 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського 98,,48.846000000000004,32.23916,акація,1.0,1.0,0.0,Санітарна,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Братиславська 92,,48.53501,32.24026,верба,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Братиславська 92,,48.5349,32.24018,верба,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Братиславська 61,,48.5328,32.24658,берест,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пушкіна,,48.51057,32.24735,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пушкіна,,48.1037,32.24747,клен,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пушкіна,,48.51012,32.24637,клен,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пушкіна,,48.51011,32.24624,шовковиця,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.493590000000005,32.25378,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49357,32.25378,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.493590000000005,32.25378,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.493629999999996,32.25378,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49364,32.25369,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49418,32.25147,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49422,32.25144,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49429,32.25139,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49431,32.25132,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.494240000000005,32.25134,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.495740000000005,32.24603,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49583,32.4575,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49585,32.2457,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49589,32.2456,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.495909999999995,32.24561,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49706,32.24165,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.497040000000005,32.24156,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49707,32.241440000000004,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49707,32.24138,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49709,32.24134,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49971,32.3745,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49972,32.23753,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49738,32.24051,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.49735,32.2406,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Яновського ,,48.497240000000005,32.24075,клен,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кропивницького,,48.50398,32.27554,берест,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кропивницького,,48.503640000000004,32.275459999999995,берест,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кропивницького,,48.50309,32.27471,берест,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.5108,32.27124,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.51116,32.27065,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.51115,32.270590000000006,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.514559999999996,32.26262,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.51332,32.2649,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.511109999999995,32.27042,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.511109999999995,32.27047,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.5095,32.274,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.50949,32.27402,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.50889,32.27547,каштан,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.51487,32.262570000000004,тополя,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шевченка,,48.51475,32.26236,тополя,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50884,32.26598,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.504090000000005,32.26124,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.5041,32.26209,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.504259999999995,32.26097,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50393,32.26084,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50392,32.260870000000004,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50387,32.26081,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.503840000000004,32.260659999999994,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50912,32.266,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.51057,32.26758,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.51058,32.267559999999996,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50592,32.26332,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50593,32.2634,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
,обрізка дерев біля дорожніх знаків та світлофорів,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Велика Перспективна,,48.50594,32.26337,липа,1.0,1.0,0.0,Підняття крони,,,,5.0,,Замовлення виконано підрядником
